day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;584300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;4076.0
1;584300;BANANAS;4806;21;;;;;4812;21;;;;;4809.0;3125.2197265625
1;584400;PEARLS;9998;2;9996;1;9995;26;10004;1;10005;26;;;10001.0;4076.0
1;584400;BANANAS;4807;2;4806;27;;;4813;27;;;;;4810.0;3125.9140625
1;584500;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;4076.0
1;584500;BANANAS;4806;24;;;;;4812;2;4813;22;;;4809.0;3125.4072265625
1;584600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;4076.0
1;584600;BANANAS;4806;21;;;;;4813;21;;;;;4809.5;3125.8818359375
1;584700;PEARLS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;4076.0
1;584700;BANANAS;4805;28;;;;;4812;28;;;;;4808.5;3124.1845703125
1;584800;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;4078.0
1;584800;BANANAS;4806;28;;;;;4813;28;;;;;4809.5;3125.4814453125
1;584900;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;4078.0
1;584900;BANANAS;4807;30;;;;;4813;30;;;;;4810.0;3127.212890625
1;585000;BANANAS;4807;1;4806;30;;;4811;7;4813;31;;;4809.0;3126.693359375
1;585000;PEARLS;9996;1;9995;30;;;10002;8;10004;1;10005;30;9999.0;4078.0
1;585100;BANANAS;4807;26;;;;;4813;1;4814;25;;;4810.0;3127.5029296875
1;585100;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;4078.0
1;585200;BANANAS;4807;22;;;;;4810;3;4814;22;;;4808.5;3128.0771484375
1;585200;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;4078.0
1;585300;BANANAS;4808;2;4807;22;;;4809;2;4812;5;4814;24;4808.5;3128.5439453125
1;585300;PEARLS;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;4078.0
1;585400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4078.0
1;585400;BANANAS;4808;23;;;;;4814;23;;;;;4811.0;3128.857421875
1;585500;PEARLS;9996;1;9995;20;;;9998;1;10002;9;10004;1;9997.0;4078.0
1;585500;BANANAS;4808;21;;;;;4813;9;4814;1;4815;20;4810.5;3129.4052734375
1;585600;PEARLS;9996;1;9995;21;;;10002;7;10004;1;10005;21;9999.0;4080.0
1;585600;BANANAS;4809;1;4808;21;;;4813;7;4815;22;;;4811.0;3130.7060546875
1;585700;PEARLS;9995;26;;;;;10002;2;10005;26;;;9998.5;4080.0
1;585700;BANANAS;4808;26;;;;;4813;2;4815;26;;;4810.5;3130.5673828125
1;585800;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;4080.0
1;585800;BANANAS;4809;1;4808;26;;;4815;27;;;;;4812.0;3130.494140625
1;585900;PEARLS;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;4080.0
1;585900;BANANAS;4809;7;4808;22;;;4815;22;;;;;4812.0;3130.232421875
1;586000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;4080.0
1;586000;BANANAS;4809;1;4808;22;;;4815;23;;;;;4812.0;3130.58203125
1;586100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;4080.0
1;586100;BANANAS;4808;29;;;;;4814;1;4815;29;;;4811.0;3129.3779296875
1;586200;PEARLS;9995;30;;;;;9998;5;10005;30;;;9996.5;4080.0
1;586200;BANANAS;4808;30;;;;;4815;30;;;;;4811.5;3130.1376953125
1;586300;PEARLS;9996;2;9995;28;;;10002;5;10004;2;10005;28;9999.0;4090.0
1;586300;BANANAS;4808;29;;;;;4813;6;4814;2;4815;28;4810.5;3129.5732421875
1;586400;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4090.0
1;586400;BANANAS;4808;19;;;;;4815;20;;;;;4811.5;3129.6728515625
1;586500;BANANAS;4808;23;;;;;4815;23;;;;;4811.5;3130.2802734375
1;586500;PEARLS;10002;4;9996;1;9995;22;10004;1;10005;22;;;10003.0;4090.0
1;586600;BANANAS;4809;23;;;;;4813;4;4815;23;;;4811.0;3131.1162109375
1;586600;PEARLS;9995;23;;;;;10002;4;10005;23;;;9998.5;4098.0
1;586700;BANANAS;4810;3;4809;23;;;4816;23;;;;;4813.0;3131.5390625
1;586700;PEARLS;10002;1;9998;3;9995;23;10005;23;;;;;10003.5;4098.0
1;586800;BANANAS;4809;28;;;;;4815;1;4816;27;;;4812.0;3131.4072265625
1;586800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;4100.0
1;586900;BANANAS;4810;1;4809;30;;;4815;2;4816;28;;;4812.5;3131.23046875
1;586900;PEARLS;9998;1;9996;2;9995;28;10004;2;10005;28;;;10001.0;4100.0
1;587000;BANANAS;4809;29;;;;;4816;29;;;;;4812.5;3131.5966796875
1;587000;PEARLS;10002;1;9995;29;;;10005;29;;;;;10003.5;4100.0
1;587100;BANANAS;4810;5;4809;25;;;4816;25;;;;;4813.0;3132.078125
1;587100;PEARLS;9998;6;9996;1;9995;24;10004;1;10005;24;;;10001.0;4102.0
1;587200;BANANAS;4810;32;;;;;4816;32;;;;;4813.0;3133.1376953125
1;587200;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;4102.0
1;587300;BANANAS;4810;1;4809;26;;;4814;10;4816;27;;;4812.0;3132.294921875
1;587300;PEARLS;9996;1;9995;26;;;10002;10;10004;1;10005;26;9999.0;4102.0
1;587400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;4102.0
1;587400;BANANAS;4815;1;4810;2;4809;24;4816;26;;;;;4815.5;3132.4931640625
1;587500;BANANAS;4810;6;4809;32;;;4816;32;;;;;4813.0;3134.6083984375
1;587500;PEARLS;9998;6;9996;2;9995;30;10004;2;10005;30;;;10001.0;4102.0
1;587600;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;4102.0
1;587600;BANANAS;4810;4;4809;27;;;4815;1;4816;26;;;4812.5;3134.14794921875
1;587700;BANANAS;4809;23;;;;;4816;23;;;;;4812.5;3134.44580078125
1;587700;PEARLS;9995;23;;;;;10000;5;10005;23;;;9997.5;4102.0
1;587800;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;4102.0
1;587800;BANANAS;4809;30;;;;;4816;30;;;;;4812.5;3134.60009765625
1;587900;BANANAS;4810;30;;;;;4814;7;4816;31;;;4812.0;3135.05322265625
1;587900;PEARLS;9996;1;9995;30;;;10002;7;10004;1;10005;30;9999.0;4102.0
1;588000;PEARLS;9996;1;9995;23;;;10002;10;10004;1;10005;23;9999.0;4102.0
1;588000;BANANAS;4809;24;;;;;4810;1;4814;10;4816;24;4809.5;3134.5126953125
1;588100;BANANAS;4813;1;4810;4;4809;27;4815;2;4816;25;;;4814.0;3134.3359375
1;588100;PEARLS;9998;4;9996;2;9995;25;10004;2;10005;25;;;10001.0;4102.0
1;588200;PEARLS;9998;7;9996;1;9995;25;10004;1;10005;25;;;10001.0;4102.0
1;588200;BANANAS;4810;7;4809;26;;;4816;26;;;;;4813.0;3135.0
1;588300;BANANAS;4808;32;;;;;4809;1;4815;32;;;4808.5;3135.0
1;588300;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;4102.0
1;588400;PEARLS;9996;2;9995;21;;;10002;8;10004;2;10005;21;9999.0;4102.0
1;588400;BANANAS;4809;2;4808;21;;;4813;8;4815;23;;;4811.0;3137.82421875
1;588500;BANANAS;4809;23;;;;;4816;23;;;;;4812.5;3138.83349609375
1;588500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4102.0
1;588600;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;4102.0
1;588600;BANANAS;4810;22;;;;;4817;22;;;;;4813.5;3139.4814453125
1;588700;BANANAS;4811;3;4810;24;;;4817;26;;;;;4814.0;3139.7158203125
1;588700;PEARLS;9998;2;9996;2;9995;24;10004;2;10005;24;;;10001.0;4102.0
1;588800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4102.0
1;588800;BANANAS;4810;24;;;;;4817;24;;;;;4813.5;3139.3623046875
1;588900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;4102.0
1;588900;BANANAS;4816;1;4811;2;4810;24;4817;26;;;;;4816.5;3139.7294921875
1;589000;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;4102.0
1;589000;BANANAS;4810;24;;;;;4816;24;;;;;4813.0;3142.0
1;589100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;4102.0
1;589100;BANANAS;4810;27;;;;;4816;1;4817;26;;;4813.0;3142.0
1;589200;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;4102.0
1;589200;BANANAS;4809;30;;;;;4816;30;;;;;4812.5;3142.0
1;589300;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;4102.0
1;589300;BANANAS;4809;26;;;;;4814;10;4816;26;;;4811.5;3142.0
1;589400;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4102.0
1;589400;BANANAS;4809;29;;;;;4815;29;;;;;4812.0;3142.0
1;589500;BANANAS;4809;27;;;;;4815;27;;;;;4812.0;3142.0
1;589500;PEARLS;9996;2;9995;25;;;9998;12;10004;2;10005;25;9997.0;4102.0
1;589600;BANANAS;4810;2;4809;21;;;4816;23;;;;;4813.0;3142.0
1;589600;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;4126.0
1;589700;BANANAS;4809;24;;;;;4816;24;;;;;4812.5;3142.0
1;589700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;4126.0
1;589800;BANANAS;4809;2;4808;27;;;4815;29;;;;;4812.0;3142.0
1;589800;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;4126.0
1;589900;PEARLS;9995;29;;;;;10000;2;10005;29;;;9997.5;4126.0
1;589900;BANANAS;4809;29;;;;;4816;29;;;;;4812.5;3142.0
1;590000;PEARLS;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;4126.0
1;590000;BANANAS;4809;22;;;;;4814;10;4816;22;;;4811.5;3142.0
1;590100;PEARLS;9995;23;;;;;9998;1;10005;23;;;9996.5;4126.0
1;590100;BANANAS;4814;1;4813;2;4809;23;4815;23;;;;;4814.5;3142.0
1;590200;PEARLS;9995;24;;;;;10002;2;10005;24;;;9998.5;4128.0
1;590200;BANANAS;4808;24;;;;;4813;2;4815;24;;;4810.5;3142.0
1;590300;PEARLS;9998;6;9996;1;9995;29;10004;1;10005;29;;;10001.0;4128.0
1;590300;BANANAS;4809;6;4808;30;;;4814;1;4815;29;;;4811.5;3142.0
1;590400;PEARLS;9996;2;9995;25;;;9998;1;10002;5;10004;2;9997.0;4128.0
1;590400;BANANAS;4808;27;;;;;4812;5;4814;27;;;4810.0;3142.0
1;590500;PEARLS;10002;11;9996;1;9995;20;10004;1;10005;20;;;10003.0;4130.0
1;590500;BANANAS;4808;21;;;;;4814;1;4815;20;;;4811.0;3142.0
1;590600;PEARLS;9998;10;9996;1;9995;22;10004;1;10005;22;;;10001.0;4152.0
1;590600;BANANAS;4808;11;4807;22;;;4814;23;;;;;4811.0;3142.0
1;590700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;4152.0
1;590700;BANANAS;4812;7;4807;28;;;4814;28;;;;;4813.0;3142.0
1;590800;PEARLS;9998;3;9995;30;;;10005;30;;;;;10001.5;4152.0
1;590800;BANANAS;4808;3;4807;30;;;4814;30;;;;;4811.0;3142.0
1;590900;PEARLS;9998;7;9996;1;9995;20;10004;1;10005;20;;;10001.0;4152.0
1;590900;BANANAS;4808;7;4807;21;;;4813;21;;;;;4810.5;3142.0
1;591000;BANANAS;4808;1;4807;29;;;4813;29;;;;;4810.5;3142.0
1;591000;PEARLS;9998;1;9996;2;9995;27;10004;2;10005;27;;;10001.0;4152.0
1;591100;BANANAS;4806;27;;;;;4813;27;;;;;4809.5;3142.0
1;591100;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4152.0
1;591200;BANANAS;4806;26;;;;;4812;1;4813;25;;;4809.0;3142.0
1;591200;PEARLS;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;4152.0
1;591300;BANANAS;4806;25;;;;;4813;25;;;;;4809.5;3142.0
1;591300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;4154.0
1;591400;BANANAS;4807;1;4806;30;;;4809;3;4813;31;;;4808.0;3142.0
1;591400;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;4154.0
1;591500;BANANAS;4806;23;;;;;4813;23;;;;;4809.5;3142.6484375
1;591500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4154.0
1;591600;BANANAS;4807;5;4806;21;;;4812;21;;;;;4809.5;3142.2255859375
1;591600;PEARLS;9998;5;9996;1;9995;20;10004;1;10005;20;;;10001.0;4154.0
1;591700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;4154.0
1;591700;BANANAS;4811;1;4806;25;;;4813;25;;;;;4812.0;3143.091796875
1;591800;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4154.0
1;591800;BANANAS;4806;27;;;;;4813;27;;;;;4809.5;3148.0
1;591900;BANANAS;4807;22;;;;;4811;6;4813;22;;;4809.0;3148.0
1;591900;PEARLS;9995;22;;;;;10002;6;10005;22;;;9998.5;4154.0
1;592000;BANANAS;4807;22;;;;;4814;22;;;;;4810.5;3148.0
1;592000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;4154.0
1;592100;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;4154.0
1;592100;BANANAS;4807;22;;;;;4808;1;4814;22;;;4807.5;3148.0
1;592200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4154.0
1;592200;BANANAS;4808;20;;;;;4815;20;;;;;4811.5;3148.0
1;592300;BANANAS;4813;1;4809;6;4808;26;4815;26;;;;;4814.0;3148.0
1;592300;PEARLS;9998;6;9996;2;9995;24;10004;2;10005;24;;;10001.0;4154.0
1;592400;BANANAS;4808;23;;;;;4814;1;4815;22;;;4811.0;3148.0
1;592400;PEARLS;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;4154.0
1;592500;PEARLS;10002;2;9998;4;9996;1;10004;1;10005;24;;;10003.0;4156.0
1;592500;BANANAS;4809;5;4808;24;;;4815;25;;;;;4812.0;3148.0
1;592600;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;4160.0
1;592600;BANANAS;4808;25;;;;;4815;25;;;;;4811.5;3148.0
1;592700;BANANAS;4808;23;;;;;4811;5;4814;23;;;4809.5;3148.0
1;592700;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4162.0
1;592800;BANANAS;4808;27;;;;;4814;27;;;;;4811.0;3148.0
1;592800;PEARLS;10002;3;9996;1;9995;26;10004;1;10005;26;;;10003.0;4162.0
1;592900;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;4168.0
1;592900;BANANAS;4807;28;;;;;4814;28;;;;;4810.5;3148.0
1;593000;PEARLS;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;4170.0
1;593000;BANANAS;4808;1;4807;25;;;4812;8;4814;26;;;4810.0;3148.0
1;593100;BANANAS;4807;24;;;;;4814;24;;;;;4810.5;3148.0
1;593100;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4170.0
1;593200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;4170.0
1;593200;BANANAS;4807;28;;;;;4813;2;4814;26;;;4810.0;3148.0
1;593300;PEARLS;9996;1;9995;24;;;9998;1;10002;6;10004;1;9997.0;4170.0
1;593300;BANANAS;4807;25;;;;;4811;5;4813;25;;;4809.0;3148.0
1;593400;PEARLS;9995;21;;;;;9998;11;10005;21;;;9996.5;4172.0
1;593400;BANANAS;4807;21;;;;;4814;21;;;;;4810.5;3148.0
1;593500;PEARLS;9996;1;9995;20;;;10000;5;10004;1;10005;20;9998.0;4194.0
1;593500;BANANAS;4807;1;4806;20;;;4813;21;;;;;4810.0;3148.0
1;593600;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;4194.0
1;593600;BANANAS;4806;28;;;;;4813;28;;;;;4809.5;3148.0
1;593700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;4194.0
1;593700;BANANAS;4806;23;;;;;4813;23;;;;;4809.5;3148.0
1;593800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4194.0
1;593800;BANANAS;4806;29;;;;;4813;29;;;;;4809.5;3148.0
1;593900;BANANAS;4806;1;4805;28;;;4811;2;4812;26;;;4808.5;3148.0
1;593900;PEARLS;9998;3;9996;2;9995;26;10004;2;10005;26;;;10001.0;4194.0
1;594000;BANANAS;4805;28;;;;;4806;1;4812;28;;;4805.5;3148.0
1;594000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;4194.0
1;594100;BANANAS;4804;28;;;;;4811;28;;;;;4807.5;3149.45458984375
1;594100;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;4194.0
1;594200;BANANAS;4805;1;4804;24;;;4809;3;4811;25;;;4807.0;3149.66259765625
1;594200;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;4194.0
1;594300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;4194.0
1;594300;BANANAS;4804;28;;;;;4811;28;;;;;4807.5;3149.42578125
1;594400;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;4194.0
1;594400;BANANAS;4808;3;4805;25;;;4811;2;4812;23;;;4809.5;3150.16650390625
1;594500;PEARLS;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;4194.0
1;594500;BANANAS;4805;25;;;;;4809;10;4811;25;;;4807.0;3149.923828125
1;594600;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;4194.0
1;594600;BANANAS;4805;25;;;;;4806;9;4811;1;4812;25;4805.5;3150.26220703125
1;594700;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;4194.0
1;594700;BANANAS;4806;2;4805;24;;;4812;26;;;;;4809.0;3150.8525390625
1;594800;PEARLS;9998;6;9996;2;9995;25;10004;2;10005;25;;;10001.0;4194.0
1;594800;BANANAS;4811;1;4806;8;4805;25;4812;27;;;;;4811.5;3150.79736328125
1;594900;PEARLS;9996;1;9995;23;;;10002;2;10004;1;10005;23;9999.0;4194.0
1;594900;BANANAS;4806;24;;;;;4810;3;4812;24;;;4808.0;3153.0
1;595000;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;4194.0
1;595000;BANANAS;4806;25;;;;;4812;25;;;;;4809.0;3153.0
1;595100;PEARLS;9995;20;;;;;10002;8;10005;20;;;9998.5;4194.0
1;595100;BANANAS;4806;20;;;;;4810;8;4812;20;;;4808.0;3153.0
1;595200;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;4194.0
1;595200;BANANAS;4806;1;4805;30;;;4812;31;;;;;4809.0;3153.0
1;595300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;4194.0
1;595300;BANANAS;4806;1;4805;21;;;4812;22;;;;;4809.0;3153.0
1;595400;BANANAS;4807;4;4806;24;;;4812;24;;;;;4809.5;3153.0
1;595400;PEARLS;9998;4;9995;24;;;10005;24;;;;;10001.5;4194.0
1;595500;BANANAS;4805;22;;;;;4806;12;4810;8;4812;23;4805.5;3153.0
1;595500;PEARLS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;4194.0
1;595600;BANANAS;4806;20;;;;;4812;20;;;;;4809.0;3153.0
1;595600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4194.0
1;595700;BANANAS;4805;29;;;;;4811;29;;;;;4808.0;3153.0
1;595700;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;4194.0
1;595800;BANANAS;4810;1;4806;5;4805;32;4811;2;4812;30;;;4810.5;3153.0
1;595800;PEARLS;9998;5;9996;2;9995;30;10004;2;10005;30;;;10001.0;4194.0
1;595900;BANANAS;4805;30;;;;;4809;4;4811;30;;;4807.0;3154.92724609375
1;595900;PEARLS;9996;1;9995;29;;;10000;3;10002;4;10004;1;9998.0;4194.0
1;596000;BANANAS;4805;27;;;;;4810;2;4812;27;;;4807.5;3154.587890625
1;596000;PEARLS;9996;1;9995;26;;;10002;2;10004;1;10005;26;9999.0;4194.0
1;596100;BANANAS;4805;30;;;;;4811;2;4812;28;;;4808.0;3154.673828125
1;596100;PEARLS;9996;2;9995;28;;;9998;6;10004;2;10005;28;9997.0;4194.0
1;596200;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;4206.0
1;596200;BANANAS;4806;1;4805;28;;;4812;29;;;;;4809.0;3154.16455078125
1;596300;BANANAS;4806;29;;;;;4812;29;;;;;4809.0;3153.90966796875
1;596300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4206.0
1;596400;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;4206.0
1;596400;BANANAS;4811;1;4806;29;;;4812;29;;;;;4811.5;3154.02197265625
1;596500;BANANAS;4805;23;;;;;4812;23;;;;;4808.5;3156.416015625
1;596500;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4206.0
1;596600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;4206.0
1;596600;BANANAS;4810;1;4805;26;;;4812;26;;;;;4811.0;3156.96484375
1;596700;BANANAS;4805;22;;;;;4810;9;4812;22;;;4807.5;3159.455078125
1;596700;PEARLS;9995;22;;;;;10000;4;10002;10;10005;22;9997.5;4206.0
1;596800;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;4206.0
1;596800;BANANAS;4806;1;4805;28;;;4812;29;;;;;4809.0;3159.017578125
1;596900;BANANAS;4805;27;;;;;4810;4;4812;28;;;4807.5;3159.416015625
1;596900;PEARLS;9996;1;9995;27;;;10002;4;10004;1;10005;27;9999.0;4206.0
1;597000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4206.0
1;597000;BANANAS;4806;2;4805;25;;;4812;27;;;;;4809.0;3158.94140625
1;597100;BANANAS;4805;30;;;;;4812;30;;;;;4808.5;3160.01171875
1;597100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;4206.0
1;597200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;4206.0
1;597200;BANANAS;4805;24;;;;;4811;2;4812;22;;;4808.0;3160.83203125
1;597300;BANANAS;4806;2;4805;21;;;4812;23;;;;;4809.0;3158.869140625
1;597300;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;4206.0
1;597400;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;4206.0
1;597400;BANANAS;4805;21;;;;;4811;1;4812;20;;;4808.0;3160.578125
1;597500;BANANAS;4805;20;;;;;4812;20;;;;;4808.5;3159.701171875
1;597500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;4206.0
1;597600;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;4206.0
1;597600;BANANAS;4805;23;;;;;4812;23;;;;;4808.5;3160.408203125
1;597700;PEARLS;9996;1;9995;26;;;9998;5;10004;1;10005;26;9997.0;4206.0
1;597700;BANANAS;4805;27;;;;;4812;27;;;;;4808.5;3160.189453125
1;597800;PEARLS;9998;9;9996;2;9995;20;10004;2;10005;20;;;10001.0;4216.0
1;597800;BANANAS;4806;9;4805;22;;;4812;22;;;;;4809.0;3159.728515625
1;597900;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;4216.0
1;597900;BANANAS;4811;1;4806;2;4805;25;4812;27;;;;;4811.5;3159.240234375
1;598000;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;4216.0
1;598000;BANANAS;4806;28;;;;;4812;28;;;;;4809.0;3159.8671875
1;598100;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4216.0
1;598100;BANANAS;4805;24;;;;;4812;24;;;;;4808.5;3162.3984375
1;598200;PEARLS;9998;4;9995;26;;;10005;26;;;;;10001.5;4216.0
1;598200;BANANAS;4806;4;4805;26;;;4812;26;;;;;4809.0;3164.142578125
1;598300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;4216.0
1;598300;BANANAS;4805;29;;;;;4812;29;;;;;4808.5;3161.7890625
1;598400;BANANAS;4805;28;;;;;4812;28;;;;;4808.5;3161.08203125
1;598400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;4216.0
1;598500;BANANAS;4806;2;4805;22;;;4812;24;;;;;4809.0;3160.6640625
1;598500;PEARLS;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;4216.0
1;598600;BANANAS;4807;3;4806;24;;;4813;24;;;;;4810.0;3157.810546875
1;598600;PEARLS;9998;3;9995;24;;;10000;4;10005;24;;;9999.0;4218.0
1;598700;BANANAS;4806;25;;;;;4813;25;;;;;4809.5;3157.439453125
1;598700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;4218.0
1;598800;PEARLS;9996;1;9995;30;;;9998;1;10002;7;10004;1;9997.0;4218.0
1;598800;BANANAS;4806;31;;;;;4811;7;4813;31;;;4808.5;3157.34765625
1;598900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;4220.0
1;598900;BANANAS;4807;1;4806;29;;;4813;30;;;;;4810.0;3156.65625
1;599000;PEARLS;9995;28;;;;;10002;10;10005;28;;;9998.5;4220.0
1;599000;BANANAS;4806;28;;;;;4811;10;4813;28;;;4808.5;3157.82421875
1;599100;PEARLS;10002;3;9995;24;;;10005;24;;;;;10003.5;4220.0
1;599100;BANANAS;4806;24;;;;;4813;24;;;;;4809.5;3157.0625
1;599200;PEARLS;10002;1;9995;29;;;10005;29;;;;;10003.5;4226.0
1;599200;BANANAS;4806;29;;;;;4813;29;;;;;4809.5;3156.62109375
1;599300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;4228.0
1;599300;BANANAS;4806;25;;;;;4813;25;;;;;4809.5;3156.234375
1;599400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;4228.0
1;599400;BANANAS;4806;26;;;;;4812;2;4813;24;;;4809.0;3158.453125
1;599500;PEARLS;9998;4;9996;2;9995;22;10004;2;10005;22;;;10001.0;4228.0
1;599500;BANANAS;4807;4;4806;24;;;4809;2;4812;2;4813;22;4808.0;3158.8515625
1;599600;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;4228.0
1;599600;BANANAS;4805;23;;;;;4811;2;4812;21;;;4808.0;3163.603515625
1;599700;PEARLS;10002;1;9996;2;9995;20;10004;2;10005;20;;;10003.0;4228.0
1;599700;BANANAS;4805;22;;;;;4811;2;4812;20;;;4808.0;3163.7578125
1;599800;PEARLS;10002;1;9995;30;;;10005;30;;;;;10003.5;4230.0
1;599800;BANANAS;4805;30;;;;;4812;30;;;;;4808.5;3163.20703125
1;599900;BANANAS;4805;27;;;;;4812;27;;;;;4808.5;3163.08984375
1;599900;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;4232.0
1;600000;BANANAS;4805;24;;;;;4811;24;;;;;4808.0;3165.20703125
1;600000;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;4232.0
1;600100;BANANAS;4806;1;4805;23;;;4812;23;;;;;4809.0;3162.333984375
